0.010555331,0.010555331,0.9577786,0.010555331,0.010555331
0.015489311,0.015489311,0.9380427,0.015489311,0.015489311
0.2,0.2,0.2,0.2,0.2
2.0996229e-20,2.0996229e-20,2.0996229e-20,2.0996229e-20,1.0
0.19571507,0.21713983,0.19571507,0.19571507,0.19571507
9.342537e-06,9.342537e-06,9.342537e-06,0.9999627,9.342537e-06
2.178072e-27,2.178072e-27,2.178072e-27,2.178072e-27,1.0
3.973684e-08,3.973684e-08,3.973684e-08,3.973684e-08,0.9999999
8.280096e-06,8.280096e-06,8.280096e-06,0.999967,8.280096e-06
0.19132888,0.19132888,0.19132888,0.23468448,0.19132888
0.11381189,0.11381189,0.11381189,0.5447524,0.11381189
0.0050833966,0.9796663,0.0050833966,0.0050833966,0.0050833966
2.0917804e-07,2.0917804e-07,2.0917804e-07,0.99999917,2.0917804e-07
5.7681956e-07,5.7681956e-07,5.7681956e-07,5.7681956e-07,0.99999774
0.2,0.2,0.2,0.2,0.2
0.08380083,0.66479677,0.08380083,0.08380083,0.08380083
0.009334613,0.009334613,0.009334613,0.96266145,0.009334613
6.9197197e-16,6.9197197e-16,6.9197197e-16,6.9197197e-16,1.0
0.15237729,0.15237729,0.15237729,0.39049086,0.15237729
0.012973714,0.012973714,0.012973714,0.012973714,0.94810516
0.017439257,0.017439257,0.017439257,0.930243,0.017439257
1.0458858e-31,1.0458858e-31,1.0458858e-31,1.0458858e-31,1.0
0.039775636,0.039775636,0.84089744,0.039775636,0.039775636
2.5487974e-18,2.5487974e-18,2.5487974e-18,2.5487974e-18,1.0
0.2,0.2,0.2,0.2,0.2
0.19571507,0.21713983,0.19571507,0.19571507,0.19571507
9.2389554e-11,9.2389554e-11,9.2389554e-11,9.2389554e-11,1.0
2.08186e-10,2.08186e-10,2.08186e-10,1.0,2.08186e-10
0.01833701,0.01833701,0.01833701,0.9266519,0.01833701
7.0273525e-15,7.0273525e-15,7.0273525e-15,7.0273525e-15,1.0
0.039736062,0.84105563,0.039736062,0.039736062,0.039736062
0.015911298,0.015911298,0.015911298,0.9363548,0.015911298
1.0903725e-06,1.0903725e-06,1.0903725e-06,1.0903725e-06,0.9999956
0.09786244,0.09786244,0.6085503,0.09786244,0.09786244
0.008011683,0.008011683,0.008011683,0.008011683,0.96795326
1.5550422e-13,1.5550422e-13,1.5550422e-13,1.5550422e-13,1.0
2.4557199e-12,2.4557199e-12,2.4557199e-12,2.4557199e-12,1.0
2.8952984e-06,2.8952984e-06,2.8952984e-06,2.8952984e-06,0.99998844
1.3625466e-25,1.3625466e-25,1.3625466e-25,1.3625466e-25,1.0
0.044573195,0.044573195,0.044573195,0.82170725,0.044573195
0.02203284,0.91186863,0.02203284,0.02203284,0.02203284
0.19571507,0.21713983,0.19571507,0.19571507,0.19571507
0.16385706,0.34457165,0.16385706,0.16385706,0.16385706
0.2,0.2,0.2,0.2,0.2
0.0012994707,0.0012994707,0.9948021,0.0012994707,0.0012994707
0.0013941365,0.0013941365,0.0013941365,0.99442357,0.0013941365
0.19559002,0.21764,0.19559002,0.19559002,0.19559002
6.9588095e-05,6.9588095e-05,6.9588095e-05,0.9997216,6.9588095e-05
0.036041833,0.036041833,0.85583264,0.036041833,0.036041833
0.12072325,0.51710707,0.12072325,0.12072325,0.12072325
2.08e-42,2.08e-42,2.08e-42,2.08e-42,1.0
0.00090371224,0.00090371224,0.00090371224,0.9963852,0.00090371224
0.2,0.2,0.2,0.2,0.2
